,number,value,datetime_start,datetime_complete,duration,params_AAPL_VRSK_beta_win,params_AAPL_VRSK_stop_loss,params_AAPL_VRSK_trade_freq,params_AAPL_VRSK_z_entry,params_AAPL_VRSK_z_exit,params_AAPL_VRSK_z_stop_scaler,params_AAPL_VRSK_z_win,params_CDW_PCAR_beta_win,params_CDW_PCAR_stop_loss,params_CDW_PCAR_trade_freq,params_CDW_PCAR_z_entry,params_CDW_PCAR_z_exit,params_CDW_PCAR_z_stop_scaler,params_CDW_PCAR_z_win,params_DASH_GEHC_beta_win,params_DASH_GEHC_stop_loss,params_DASH_GEHC_trade_freq,params_DASH_GEHC_z_entry,params_DASH_GEHC_z_exit,params_DASH_GEHC_z_stop_scaler,params_DASH_GEHC_z_win,params_FANG_WBD_beta_win,params_FANG_WBD_stop_loss,params_FANG_WBD_trade_freq,params_FANG_WBD_z_entry,params_FANG_WBD_z_exit,params_FANG_WBD_z_stop_scaler,params_FANG_WBD_z_win,params_GOOG_GOOGL_beta_win,params_GOOG_GOOGL_stop_loss,params_GOOG_GOOGL_trade_freq,params_GOOG_GOOGL_z_entry,params_GOOG_GOOGL_z_exit,params_GOOG_GOOGL_z_stop_scaler,params_GOOG_GOOGL_z_win,params_HON_ROP_beta_win,params_HON_ROP_stop_loss,params_HON_ROP_trade_freq,params_HON_ROP_z_entry,params_HON_ROP_z_exit,params_HON_ROP_z_stop_scaler,params_HON_ROP_z_win,params_MAR_MRVL_beta_win,params_MAR_MRVL_stop_loss,params_MAR_MRVL_trade_freq,params_MAR_MRVL_z_entry,params_MAR_MRVL_z_exit,params_MAR_MRVL_z_stop_scaler,params_MAR_MRVL_z_win,params_NVDA_WBD_beta_win,params_NVDA_WBD_stop_loss,params_NVDA_WBD_trade_freq,params_NVDA_WBD_z_entry,params_NVDA_WBD_z_exit,params_NVDA_WBD_z_stop_scaler,params_NVDA_WBD_z_win,params_PAYX_PYPL_beta_win,params_PAYX_PYPL_stop_loss,params_PAYX_PYPL_trade_freq,params_PAYX_PYPL_z_entry,params_PAYX_PYPL_z_exit,params_PAYX_PYPL_z_stop_scaler,params_PAYX_PYPL_z_win,params_ROP_ROST_beta_win,params_ROP_ROST_stop_loss,params_ROP_ROST_trade_freq,params_ROP_ROST_z_entry,params_ROP_ROST_z_exit,params_ROP_ROST_z_stop_scaler,params_ROP_ROST_z_win,params_buffer_capital,params_pairs_to_trade,state
0,0,-1.6977491191519116,2025-06-14 20:00:21.654309,2025-06-14 20:00:24.360099,0 days 00:00:02.705790,1000.0,0.002,1m,2.5,2.0,0.6,468.0,876.0,0.003,3m,1.0,3.0,1.3,394.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,342,0.009000000000000001,3m,3.5,2.0,1.3,502,0.5,3,COMPLETE
1,1,0.959001300038054,2025-06-14 20:00:24.463828,2025-06-14 20:00:27.043883,0 days 00:00:02.580055,984.0,0.006,3m,2.5,3.0,1.0,592.0,210.0,0.009000000000000001,1m,3.0,3.0,1.9000000000000001,948.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,324,0.009000000000000001,2m,4.0,1.5,1.9000000000000001,320,0.3,3,COMPLETE
2,2,0.7495662185007385,2025-06-14 20:00:27.098208,2025-06-14 20:00:34.376378,0 days 00:00:07.278170,572.0,0.008,4m,1.5,3.5,2.0,386.0,978.0,0.007,3m,1.5,4.0,0.7,698.0,,,,,,,,110.0,0.003,4m,1.0,4.0,1.6,146.0,76.0,0.001,3m,2.5,2.5,0.6,388.0,34.0,0.005,2m,3.0,3.5,0.8,230.0,920.0,0.003,3m,2.5,1.0,1.3,360.0,670.0,0.006,4m,2.0,2.5,0.8,548.0,652.0,0.001,4m,3.0,1.5,0.5,828.0,270,0.008,4m,1.0,1.5,0.5,50,0.2,9,COMPLETE
3,3,-0.15315174462141778,2025-06-14 20:00:34.439667,2025-06-14 20:00:38.624342,0 days 00:00:04.184675,352.0,0.007,2m,1.0,3.5,1.3,856.0,844.0,0.01,4m,3.5,4.0,1.9000000000000001,582.0,,,,,,,,434.0,0.006,3m,2.5,3.5,0.7,974.0,,,,,,,,960.0,0.01,4m,2.5,1.5,1.3,260.0,,,,,,,,,,,,,,,,,,,,,,544,0.009000000000000001,1m,1.5,3.5,1.3,326,0.05,5,COMPLETE
4,4,-0.13612798268186188,2025-06-14 20:00:38.706348,2025-06-14 20:00:43.013413,0 days 00:00:04.307065,754.0,0.009000000000000001,1m,2.5,3.0,1.1,992.0,56.0,0.007,4m,3.5,3.0,1.7000000000000002,226.0,,,,,,,,886.0,0.003,3m,3.5,2.5,1.1,452.0,,,,,,,,956.0,0.01,1m,1.5,1.5,1.9000000000000001,592.0,,,,,,,,,,,,,,,,,,,,,,974,0.009000000000000001,4m,1.5,2.0,1.9000000000000001,702,0.2,5,COMPLETE
5,5,-2.2147341574990627,2025-06-14 20:00:43.605492,2025-06-14 20:00:50.311578,0 days 00:00:06.706086,804.0,0.008,1m,2.5,3.5,0.6,550.0,218.0,0.004,2m,1.5,3.0,1.6,72.0,,,,,,,,32.0,0.006,1m,3.0,3.5,1.5,220.0,,,,,,,,604.0,0.006,1m,4.0,2.0,1.9000000000000001,106.0,974.0,0.008,4m,3.0,4.0,1.8,922.0,304.0,0.007,4m,1.5,1.0,1.8,648.0,370.0,0.007,1m,2.0,1.0,1.4,490.0,430,0.001,4m,2.5,4.0,0.8,278,0.15000000000000002,8,COMPLETE
6,6,1.2310846588313462,2025-06-14 20:00:50.369166,2025-06-14 20:00:53.441037,0 days 00:00:03.071871,56.0,0.009000000000000001,3m,2.5,1.5,1.1,276.0,588.0,0.007,2m,2.5,2.5,0.8,598.0,,,,,,,,,,,,,,,,,,,,,,254.0,0.009000000000000001,2m,2.0,3.5,1.6,890.0,,,,,,,,,,,,,,,,,,,,,,264,0.008,1m,4.0,1.0,0.6,718,0.45,4,COMPLETE
7,7,1.4707319237678291,2025-06-14 20:00:53.514419,2025-06-14 20:00:56.191851,0 days 00:00:02.677432,948.0,0.008,2m,4.0,3.0,1.6,760.0,832.0,0.01,3m,3.5,2.5,1.5,514.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,952,0.004,3m,2.0,2.5,0.8,652,0.1,3,COMPLETE
8,8,-3.130366408998659,2025-06-14 20:00:56.264433,2025-06-14 20:01:01.785851,0 days 00:00:05.521418,150.0,0.002,2m,4.0,3.0,1.4,444.0,172.0,0.001,2m,2.5,4.0,1.8,892.0,,,,,,,,574.0,0.009000000000000001,4m,2.0,1.5,1.2000000000000002,294.0,,,,,,,,142.0,0.007,1m,3.0,3.0,1.7000000000000002,862.0,338.0,0.005,2m,1.5,3.0,1.4,492.0,370.0,0.006,3m,2.0,3.0,1.2000000000000002,674.0,,,,,,,,186,0.009000000000000001,3m,3.0,3.0,1.2000000000000002,68,0.05,7,COMPLETE
9,9,-2.89023446754189,2025-06-14 20:01:01.874973,2025-06-14 20:01:09.959935,0 days 00:00:08.084962,1010.0,0.007,3m,4.0,1.5,0.8,766.0,698.0,0.01,4m,2.5,3.5,0.8,766.0,432.0,0.007,4m,4.0,1.5,0.9,224.0,64.0,0.007,2m,3.0,1.0,1.9000000000000001,316.0,678.0,0.01,4m,4.0,4.0,2.0,420.0,1012.0,0.004,4m,4.0,1.5,0.5,248.0,410.0,0.006,4m,1.0,3.5,1.7000000000000002,748.0,612.0,0.004,2m,1.0,1.5,1.6,82.0,552.0,0.003,1m,2.0,3.5,0.7,384.0,90,0.004,2m,4.0,1.5,0.9,844,0.45,10,COMPLETE
10,10,-1.5416506399759295,2025-06-14 20:01:10.023020,2025-06-14 20:01:11.056925,0 days 00:00:01.033905,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,988,0.004,3m,2.5,3.0,1.6,1010,0.35000000000000003,1,COMPLETE
11,11,-3.1225302942146405,2025-06-14 20:01:11.104238,2025-06-14 20:01:13.958081,0 days 00:00:02.853843,28.0,0.01,3m,3.5,1.0,1.7000000000000002,92.0,524.0,0.007,2m,4.0,1.5,1.1,454.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,636,0.006,1m,2.0,1.0,0.5,650,0.4,3,COMPLETE
12,12,2.7160551686908336,2025-06-14 20:01:14.007385,2025-06-14 20:01:15.950202,0 days 00:00:01.942817,,,,,,,,564.0,0.008,3m,2.0,2.0,0.5,574.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,750,0.006,1m,3.0,2.5,0.8,792,0.25,2,COMPLETE
13,13,-0.71815513651708,2025-06-14 20:01:16.007291,2025-06-14 20:01:16.909909,0 days 00:00:00.902618,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,780,0.005,1m,3.0,2.5,0.9,894,0.15000000000000002,1,COMPLETE
14,14,0.9770259087588722,2025-06-14 20:01:16.961595,2025-06-14 20:01:18.940504,0 days 00:00:01.978909,,,,,,,,378.0,0.009000000000000001,3m,2.0,1.5,1.3,308.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,818,0.002,3m,2.0,2.5,1.1,524,0.25,2,COMPLETE
15,15,-5.171732894705162,2025-06-14 20:01:19.002604,2025-06-14 20:01:24.367942,0 days 00:00:05.365338,530.0,0.004,2m,3.5,4.0,1.7000000000000002,778.0,686.0,0.008,3m,4.0,2.0,0.5,520.0,,,,,,,,964.0,0.001,1m,4.0,1.5,0.5,800.0,,,,,,,,504.0,0.001,3m,1.0,4.0,1.0,580.0,102.0,0.01,1m,4.0,1.5,0.6,30.0,,,,,,,,,,,,,,,784,0.006,1m,3.0,3.0,0.7,554,0.1,6,COMPLETE
16,16,-2.822807551185484,2025-06-14 20:01:24.444924,2025-06-14 20:01:26.106130,0 days 00:00:01.661206,,,,,,,,442.0,0.005,3m,3.0,1.0,1.5,746.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,656,0.003,3m,2.0,2.0,1.0,876,0.3,2,COMPLETE
17,17,-4.66222985221942,2025-06-14 20:01:26.165482,2025-06-14 20:01:29.565173,0 days 00:00:03.399691,744.0,0.004,4m,3.5,2.5,1.6,1024.0,764.0,0.009000000000000001,1m,2.0,2.0,1.1,228.0,,,,,,,,,,,,,,,,,,,,,,660.0,0.001,3m,1.0,2.5,1.3,1008.0,,,,,,,,,,,,,,,,,,,,,,902,0.007,2m,3.5,3.5,1.5,766,0.25,4,COMPLETE
18,18,-9.92311120829435,2025-06-14 20:01:29.622808,2025-06-14 20:01:31.308532,0 days 00:00:01.685724,,,,,,,,1014.0,0.01,3m,3.0,2.0,1.5,636.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,654,0.005,1m,1.0,2.5,0.7,1016,0.15000000000000002,2,COMPLETE
19,19,-3.402303744533038,2025-06-14 20:01:31.357970,2025-06-14 20:01:34.550713,0 days 00:00:03.192743,322.0,0.004,2m,1.5,2.5,1.9000000000000001,674.0,578.0,0.008,3m,2.0,2.5,1.0,406.0,,,,,,,,,,,,,,,,,,,,,,336.0,0.004,4m,3.5,1.0,0.5,464.0,,,,,,,,,,,,,,,,,,,,,,852,0.003,3m,2.5,3.5,1.0,608,0.1,4,COMPLETE
20,20,-7.404436695265134,2025-06-14 20:01:34.603402,2025-06-14 20:01:39.549016,0 days 00:00:04.945614,854.0,0.005,2m,3.0,4.0,1.5,22.0,350.0,0.006,3m,3.5,1.5,0.5,832.0,,,,,,,,610.0,0.01,2m,1.0,2.5,0.9,676.0,,,,,,,,782.0,0.008,3m,2.0,2.5,0.9,40.0,668.0,0.002,3m,4.0,2.0,0.5,156.0,,,,,,,,,,,,,,,558,0.007,1m,1.5,3.0,1.5,480,0.2,6,COMPLETE
21,21,0.14242635309011106,2025-06-14 20:01:39.610047,2025-06-14 20:01:42.839995,0 days 00:00:03.229948,352.0,0.01,3m,2.0,1.0,1.1,258.0,588.0,0.008,2m,2.5,2.5,0.7,586.0,,,,,,,,,,,,,,,,,,,,,,308.0,0.008,2m,2.0,4.0,1.6,788.0,,,,,,,,,,,,,,,,,,,,,,1022,0.007,1m,3.5,1.0,0.6,760,0.4,4,COMPLETE
22,22,-3.167592477569895,2025-06-14 20:01:42.896845,2025-06-14 20:01:45.469848,0 days 00:00:02.573003,626.0,0.009000000000000001,3m,3.0,2.0,0.9,276.0,662.0,0.005,2m,2.5,2.5,0.7,518.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,728,0.01,1m,4.0,2.0,0.7,772,0.5,3,COMPLETE
23,23,0.22968116621605147,2025-06-14 20:01:45.538029,2025-06-14 20:01:46.431752,0 days 00:00:00.893723,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,916,0.004,1m,3.0,1.0,0.8,424,0.35000000000000003,1,COMPLETE
24,24,0.6198890751831588,2025-06-14 20:01:46.488846,2025-06-14 20:01:49.866177,0 days 00:00:03.377331,220.0,0.008,4m,2.0,1.5,1.2000000000000002,266.0,850.0,0.006,1m,1.5,2.5,0.9,642.0,,,,,,,,,,,,,,,,,,,,,,346.0,0.009000000000000001,2m,2.0,3.5,1.5,750.0,,,,,,,,,,,,,,,,,,,,,,422,0.006,1m,3.5,4.0,0.5,624,0.35000000000000003,4,COMPLETE
25,25,4.240432885034944,2025-06-14 20:01:49.925538,2025-06-14 20:01:51.851149,0 days 00:00:01.925611,,,,,,,,472.0,0.008,2m,2.0,2.0,0.5,1014.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,46,0.008,3m,2.5,1.5,0.8,710,0.45,2,COMPLETE
26,26,-0.13003261547518222,2025-06-14 20:01:51.923216,2025-06-14 20:01:53.597990,0 days 00:00:01.674774,,,,,,,,432.0,0.009000000000000001,3m,2.0,2.0,0.6,1010.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,42,0.005,3m,2.0,1.5,1.1,920,0.1,2,COMPLETE
27,27,-0.8937983292868236,2025-06-14 20:01:53.640524,2025-06-14 20:01:54.630527,0 days 00:00:00.990003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,718,0.008,3m,2.5,2.5,0.9,806,0.25,1,COMPLETE
28,28,-4.571566822696036,2025-06-14 20:01:54.683437,2025-06-14 20:01:56.644041,0 days 00:00:01.960604,,,,,,,,304.0,0.008,3m,1.0,1.0,1.4,68.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,456,0.003,3m,2.5,2.0,1.1,674,0.4,2,COMPLETE
29,29,0.47265460014659905,2025-06-14 20:01:56.699437,2025-06-14 20:01:59.139610,0 days 00:00:02.440173,894.0,0.001,2m,4.0,2.0,1.8,928.0,494.0,0.01,2m,1.5,1.5,0.5,822.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,884,0.01,3m,3.0,2.5,0.8,418,0.5,3,COMPLETE
30,30,-2.9929074819034356,2025-06-14 20:01:59.221618,2025-06-14 20:02:03.602434,0 days 00:00:04.380816,662.0,0.006,2m,3.0,3.0,1.4,662.0,760.0,0.009000000000000001,1m,2.0,2.0,1.1,1020.0,,,,,,,,346.0,0.001,1m,2.0,3.0,2.0,592.0,,,,,,,,816.0,0.003,1m,3.0,1.0,1.1,430.0,,,,,,,,,,,,,,,,,,,,,,156,0.007,3m,2.0,1.5,1.2000000000000002,586,0.3,5,COMPLETE
31,31,-1.8617738099795833,2025-06-14 20:02:03.654001,2025-06-14 20:02:06.132836,0 days 00:00:02.478835,440.0,0.009000000000000001,3m,2.0,1.5,0.8,322.0,590.0,0.007,2m,2.5,2.5,0.6,448.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,240,0.008,2m,3.5,1.0,0.6,714,0.45,3,COMPLETE
32,32,-1.1525516812808425,2025-06-14 20:02:06.212373,2025-06-14 20:02:08.825262,0 days 00:00:02.612889,66.0,0.007,3m,3.0,2.5,1.3,120.0,506.0,0.006,2m,3.0,2.5,0.8,538.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18,0.008,4m,4.0,1.0,0.6,730,0.45,3,COMPLETE
33,33,-8.193289989072262,2025-06-14 20:02:08.887168,2025-06-14 20:02:12.055135,0 days 00:00:03.167967,454.0,0.01,1m,1.0,2.0,1.5,170.0,658.0,0.008,2m,2.0,2.0,0.6,316.0,,,,,,,,,,,,,,,,,,,,,,160.0,0.007,2m,1.5,3.0,2.0,968.0,,,,,,,,,,,,,,,,,,,,,,354,0.006,1m,2.5,2.0,0.7,818,0.5,4,COMPLETE
34,34,-5.3533598228082795,2025-06-14 20:02:12.116250,2025-06-14 20:02:13.855499,0 days 00:00:01.739249,,,,,,,,760.0,0.007,2m,1.0,3.5,0.9,678.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,136,0.008,3m,4.0,1.5,1.0,944,0.45,2,COMPLETE
35,35,-0.6488578173680408,2025-06-14 20:02:13.908338,2025-06-14 20:02:18.058049,0 days 00:00:04.149711,242.0,0.009000000000000001,4m,3.5,1.0,0.5,654.0,448.0,0.003,3m,2.5,2.5,1.2000000000000002,466.0,,,,,,,,758.0,0.008,2m,4.0,1.5,1.6,24.0,,,,,,,,490.0,0.009000000000000001,2m,2.5,3.5,1.5,676.0,,,,,,,,,,,,,,,,,,,,,,292,0.007,2m,3.0,1.0,0.8,674,0.4,5,COMPLETE
36,36,-1.1257751876901343,2025-06-14 20:02:18.126490,2025-06-14 20:02:21.587978,0 days 00:00:03.461488,160.0,0.005,3m,1.5,1.5,1.2000000000000002,782.0,940.0,0.009000000000000001,4m,3.0,3.0,0.5,356.0,,,,,,,,,,,,,,,,,,,,,,206.0,0.006,2m,1.5,3.0,1.7000000000000002,880.0,,,,,,,,,,,,,,,,,,,,,,216,0.01,4m,1.5,2.0,0.5,490,0.35000000000000003,4,COMPLETE
37,37,-3.6431479459024927,2025-06-14 20:02:21.650900,2025-06-14 20:02:23.445704,0 days 00:00:01.794804,,,,,,,,890.0,0.008,3m,1.5,2.0,0.8,922.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,500,0.009000000000000001,1m,2.0,1.5,0.6,208,0.2,2,COMPLETE
38,38,2.56332240286569,2025-06-14 20:02:23.496871,2025-06-14 20:02:26.044260,0 days 00:00:02.547389,458.0,0.008,2m,2.0,2.5,1.6,368.0,558.0,0.006,2m,3.5,1.5,2.0,584.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,366,0.004,4m,1.0,2.5,1.3,566,0.3,3,COMPLETE
39,39,-4.28778515698577,2025-06-14 20:02:26.105385,2025-06-14 20:02:27.019904,0 days 00:00:00.914519,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,586,0.002,4m,1.0,2.5,1.4,410,0.05,1,COMPLETE
40,40,6.562114307837154,2025-06-14 20:02:27.073519,2025-06-14 20:02:33.728428,0 days 00:00:06.654909,454.0,0.007,2m,2.0,3.5,1.9000000000000001,512.0,288.0,0.004,1m,3.5,1.5,1.9000000000000001,718.0,,,,,,,,272.0,0.004,4m,1.5,2.0,0.5,1006.0,,,,,,,,32.0,0.003,3m,3.5,2.0,0.7,372.0,118.0,0.001,2m,2.5,2.5,0.9,998.0,986.0,0.001,1m,4.0,4.0,0.5,974.0,1008.0,0.01,3m,4.0,4.0,2.0,46.0,400,0.004,4m,1.5,3.0,1.7000000000000002,560,0.3,8,COMPLETE
41,41,-0.031261369365590645,2025-06-14 20:02:33.815044,2025-06-14 20:02:36.488042,0 days 00:00:02.672998,464.0,0.007,2m,2.0,3.5,2.0,520.0,302.0,0.004,1m,3.5,1.5,2.0,732.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,494,0.004,4m,1.5,3.0,1.9000000000000001,572,0.3,3,COMPLETE
42,42,0.803704624397902,2025-06-14 20:02:36.557702,2025-06-14 20:02:42.926412,0 days 00:00:06.368710,652.0,0.008,2m,1.5,3.0,1.8,388.0,146.0,0.004,1m,3.5,1.0,2.0,672.0,,,,,,,,268.0,0.004,4m,1.5,2.0,0.5,1022.0,,,,,,,,416.0,0.002,3m,3.5,2.0,0.7,364.0,34.0,0.001,2m,2.5,2.5,1.0,990.0,1020.0,0.001,1m,4.0,4.0,0.5,978.0,944.0,0.01,3m,4.0,4.0,2.0,40.0,380,0.005,4m,1.0,3.0,1.7000000000000002,630,0.2,8,COMPLETE
43,43,-4.028986007561563,2025-06-14 20:02:43.005311,2025-06-14 20:02:59.439061,0 days 00:00:16.433750,404.0,0.006,2m,2.0,2.5,1.6,476.0,252.0,0.003,1m,4.0,1.5,1.8,574.0,976.0,0.001,3m,1.0,4.0,2.0,994.0,234.0,0.004,4m,1.5,2.0,0.9,808.0,1006.0,0.005,2m,1.0,1.0,1.5,900.0,20.0,0.003,3m,3.5,2.0,0.6,368.0,218.0,0.004,2m,2.0,2.5,0.9,732.0,16.0,0.001,1m,4.0,4.0,1.1,1016.0,982.0,0.01,3m,4.0,2.5,2.0,42.0,316,0.004,4m,1.5,3.5,2.0,534,0.3,10,COMPLETE
