,number,value,datetime_start,datetime_complete,duration,params_AAPL_VRSK_beta_win,params_AAPL_VRSK_stop_loss,params_AAPL_VRSK_trade_freq,params_AAPL_VRSK_z_entry,params_AAPL_VRSK_z_exit,params_AAPL_VRSK_z_stop_scaler,params_AAPL_VRSK_z_win,params_CDW_PCAR_beta_win,params_CDW_PCAR_stop_loss,params_CDW_PCAR_trade_freq,params_CDW_PCAR_z_entry,params_CDW_PCAR_z_exit,params_CDW_PCAR_z_stop_scaler,params_CDW_PCAR_z_win,params_DASH_GEHC_beta_win,params_DASH_GEHC_stop_loss,params_DASH_GEHC_trade_freq,params_DASH_GEHC_z_entry,params_DASH_GEHC_z_exit,params_DASH_GEHC_z_stop_scaler,params_DASH_GEHC_z_win,params_FANG_WBD_beta_win,params_FANG_WBD_stop_loss,params_FANG_WBD_trade_freq,params_FANG_WBD_z_entry,params_FANG_WBD_z_exit,params_FANG_WBD_z_stop_scaler,params_FANG_WBD_z_win,params_GOOG_GOOGL_beta_win,params_GOOG_GOOGL_stop_loss,params_GOOG_GOOGL_trade_freq,params_GOOG_GOOGL_z_entry,params_GOOG_GOOGL_z_exit,params_GOOG_GOOGL_z_stop_scaler,params_GOOG_GOOGL_z_win,params_HON_ROP_beta_win,params_HON_ROP_stop_loss,params_HON_ROP_trade_freq,params_HON_ROP_z_entry,params_HON_ROP_z_exit,params_HON_ROP_z_stop_scaler,params_HON_ROP_z_win,params_MAR_MRVL_beta_win,params_MAR_MRVL_stop_loss,params_MAR_MRVL_trade_freq,params_MAR_MRVL_z_entry,params_MAR_MRVL_z_exit,params_MAR_MRVL_z_stop_scaler,params_MAR_MRVL_z_win,params_NVDA_WBD_beta_win,params_NVDA_WBD_stop_loss,params_NVDA_WBD_trade_freq,params_NVDA_WBD_z_entry,params_NVDA_WBD_z_exit,params_NVDA_WBD_z_stop_scaler,params_NVDA_WBD_z_win,params_PAYX_PYPL_beta_win,params_PAYX_PYPL_stop_loss,params_PAYX_PYPL_trade_freq,params_PAYX_PYPL_z_entry,params_PAYX_PYPL_z_exit,params_PAYX_PYPL_z_stop_scaler,params_PAYX_PYPL_z_win,params_ROP_ROST_beta_win,params_ROP_ROST_stop_loss,params_ROP_ROST_trade_freq,params_ROP_ROST_z_entry,params_ROP_ROST_z_exit,params_ROP_ROST_z_stop_scaler,params_ROP_ROST_z_win,params_buffer_capital,params_pairs_to_trade,state
97,97,2.818738993041703,2025-06-14 20:05:55.044768,2025-06-14 20:05:57.618473,0 days 00:00:02.573705,334.0,0.005,4m,3.5,2.5,1.5,724.0,626.0,0.006,1m,1.5,1.5,0.6,918.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,556,0.008,1m,3.5,3.5,1.0,692,0.4,3,COMPLETE
98,98,2.6262498599574027,2025-06-14 20:05:57.670411,2025-06-14 20:06:00.448181,0 days 00:00:02.777770,342.0,0.005,4m,3.5,2.5,1.5,828.0,636.0,0.006,1m,1.5,1.5,0.5,982.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,620,0.009000000000000001,1m,3.5,3.5,0.9,658,0.4,3,COMPLETE
99,99,-8.009022253692802,2025-06-14 20:06:00.543306,2025-06-14 20:06:06.524233,0 days 00:00:05.980927,352.0,0.004,4m,3.5,2.5,1.5,820.0,642.0,0.006,1m,1.0,1.5,0.5,986.0,,,,,,,,186.0,0.008,4m,2.0,2.0,0.5,752.0,,,,,,,,966.0,0.005,3m,4.0,1.5,0.6,116.0,36.0,0.006,4m,3.5,3.5,1.1,484.0,732.0,0.004,4m,2.5,4.0,1.0,38.0,,,,,,,,616,0.009000000000000001,1m,3.5,3.5,1.0,630,0.45,7,COMPLETE
100,100,1.325441526823481,2025-06-14 20:06:06.599134,2025-06-14 20:06:09.558221,0 days 00:00:02.959087,326.0,0.005,4m,3.5,2.5,1.5,894.0,604.0,0.005,1m,1.5,1.5,0.5,1024.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,564,0.009000000000000001,1m,3.5,3.5,0.9,558,0.4,3,COMPLETE
101,101,1.9708795952423106,2025-06-14 20:06:09.643408,2025-06-14 20:06:12.307046,0 days 00:00:02.663638,502.0,0.005,4m,3.5,2.5,1.4,738.0,528.0,0.006,1m,1.5,1.5,0.7,900.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,592,0.008,1m,3.5,3.5,1.0,660,0.4,3,COMPLETE
102,102,2.9550425760906474,2025-06-14 20:06:12.388218,2025-06-14 20:06:15.037996,0 days 00:00:02.649778,476.0,0.004,4m,3.5,2.5,1.4,726.0,486.0,0.006,1m,1.5,1.5,0.7,980.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,596,0.009000000000000001,1m,3.5,3.5,1.0,656,0.4,3,COMPLETE
103,103,1.9208761987708354,2025-06-14 20:06:15.107265,2025-06-14 20:06:17.963660,0 days 00:00:02.856395,398.0,0.004,4m,3.5,2.5,1.4,740.0,522.0,0.006,1m,1.5,1.5,0.7,914.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,650,0.009000000000000001,1m,3.5,3.5,1.1,640,0.45,3,COMPLETE
104,104,0.8979163175645846,2025-06-14 20:06:18.042566,2025-06-14 20:06:20.511637,0 days 00:00:02.469071,480.0,0.003,4m,3.5,2.5,1.5,800.0,176.0,0.006,1m,1.5,1.5,0.6,978.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,598,0.009000000000000001,1m,3.5,3.5,1.0,582,0.4,3,COMPLETE
105,105,-11.016421209642305,2025-06-14 20:06:20.606357,2025-06-14 20:06:23.066325,0 days 00:00:02.459968,422.0,0.005,4m,3.5,2.5,1.6,714.0,478.0,0.005,1m,1.0,1.5,0.5,884.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,538,0.007,1m,3.5,3.5,1.1,686,0.4,3,COMPLETE
106,106,2.25019284443744,2025-06-14 20:06:23.128754,2025-06-14 20:06:25.739277,0 days 00:00:02.610523,270.0,0.004,4m,3.5,2.0,1.7000000000000002,630.0,634.0,0.006,1m,1.5,1.0,0.7,834.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,682,0.009000000000000001,4m,3.5,3.5,1.0,620,0.45,3,COMPLETE
107,107,2.645221121202503,2025-06-14 20:06:25.802537,2025-06-14 20:06:28.467438,0 days 00:00:02.664901,222.0,0.003,4m,3.5,2.0,1.7000000000000002,678.0,634.0,0.006,1m,1.5,1.0,0.6,834.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,684,0.009000000000000001,4m,3.0,3.5,0.9,612,0.45,3,COMPLETE
108,108,2.2095478980876555,2025-06-14 20:06:28.557250,2025-06-14 20:06:31.950261,0 days 00:00:03.393011,220.0,0.003,4m,3.5,2.0,1.8,688.0,598.0,0.005,1m,1.5,1.0,0.6,938.0,,,,,,,,,,,,,,,,,,,,,,714.0,0.002,4m,4.0,1.0,0.8,236.0,,,,,,,,,,,,,,,,,,,,,,630,0.01,4m,3.0,3.5,0.9,596,0.45,4,COMPLETE
109,109,1.6761293340273486,2025-06-14 20:06:32.003744,2025-06-14 20:06:33.637270,0 days 00:00:01.633526,,,,,,,,732.0,0.006,4m,1.5,1.0,0.5,1010.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,658,0.009000000000000001,4m,3.0,3.5,0.9,690,0.45,2,COMPLETE
110,110,-11.616590473784218,2025-06-14 20:06:33.710718,2025-06-14 20:06:36.498637,0 days 00:00:02.787919,116.0,0.002,4m,3.5,3.0,1.7000000000000002,826.0,690.0,0.005,1m,1.0,1.5,0.5,856.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,300,0.009000000000000001,4m,3.0,3.5,0.9,648,0.4,3,COMPLETE
111,111,2.305784737651731,2025-06-14 20:06:36.561638,2025-06-14 20:06:39.278437,0 days 00:00:02.716799,272.0,0.004,4m,3.5,2.0,1.7000000000000002,630.0,614.0,0.006,1m,1.5,1.0,0.7,824.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,708,0.009000000000000001,4m,3.5,3.5,1.0,616,0.45,3,COMPLETE
112,112,2.6021366038055818,2025-06-14 20:06:39.347897,2025-06-14 20:06:41.728081,0 days 00:00:02.380184,334.0,0.003,4m,3.5,2.0,1.6,770.0,616.0,0.006,1m,1.5,1.0,0.6,770.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,768,0.009000000000000001,4m,3.5,3.5,1.0,574,0.45,3,COMPLETE
113,113,1.5117376643452225,2025-06-14 20:06:41.806848,2025-06-14 20:06:44.702305,0 days 00:00:02.895457,348.0,0.003,4m,4.0,2.5,1.6,778.0,642.0,0.006,1m,1.5,1.0,0.6,784.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,756,0.009000000000000001,4m,3.5,3.5,1.0,562,0.45,3,COMPLETE
114,114,-0.07479828935089271,2025-06-14 20:06:44.773467,2025-06-14 20:06:48.374938,0 days 00:00:03.601471,374.0,0.003,4m,3.0,2.5,1.5,744.0,548.0,0.006,1m,1.5,1.0,0.6,968.0,,,,,,,,,,,,,,,,,,,,,,874.0,0.006,3m,3.5,1.5,0.5,16.0,,,,,,,,,,,,,,,,,,,,,,666,0.01,4m,3.5,3.0,1.1,494,0.45,4,COMPLETE
115,115,2.5481201337667025,2025-06-14 20:06:48.439391,2025-06-14 20:06:55.779972,0 days 00:00:07.340581,450.0,0.001,4m,3.5,2.0,1.5,696.0,502.0,0.004,1m,1.5,1.5,0.5,918.0,,,,,,,,674.0,0.006,2m,3.0,1.0,1.1,604.0,950.0,0.006,3m,3.0,2.0,2.0,714.0,910.0,0.001,3m,3.0,1.5,0.8,720.0,472.0,0.002,3m,1.5,2.5,2.0,670.0,940.0,0.005,1m,3.5,3.0,0.7,886.0,1024.0,0.009000000000000001,3m,3.5,3.0,1.7000000000000002,200.0,394,0.009000000000000001,4m,3.0,3.5,1.2000000000000002,546,0.4,9,COMPLETE
116,116,-2.2360119201645934,2025-06-14 20:06:55.851004,2025-06-14 20:07:02.940674,0 days 00:00:07.089670,468.0,0.001,4m,3.5,2.0,1.5,690.0,502.0,0.004,2m,1.5,1.5,0.5,906.0,,,,,,,,614.0,0.006,2m,3.0,1.0,1.1,876.0,946.0,0.006,3m,3.0,2.0,2.0,696.0,918.0,0.001,3m,3.0,1.5,0.8,942.0,540.0,0.002,3m,1.5,2.5,2.0,832.0,922.0,0.005,1m,3.5,3.0,0.7,894.0,1014.0,0.01,3m,3.5,3.0,1.7000000000000002,202.0,336,0.01,4m,3.0,3.5,1.2000000000000002,464,0.45,9,COMPLETE
117,117,0.5384421861116718,2025-06-14 20:07:02.988261,2025-06-14 20:07:10.318260,0 days 00:00:07.329999,442.0,0.002,4m,3.5,2.0,1.6,804.0,480.0,0.004,1m,1.5,1.5,0.5,734.0,,,,,,,,794.0,0.003,2m,2.5,1.5,1.5,624.0,728.0,0.004,3m,3.0,1.5,1.7000000000000002,640.0,570.0,0.003,3m,3.5,1.0,0.6,834.0,416.0,0.002,3m,1.0,3.0,1.8,646.0,916.0,0.002,1m,3.5,3.5,1.3,694.0,842.0,0.008,3m,4.0,3.5,1.8,120.0,410,0.009000000000000001,4m,3.0,3.0,1.3,520,0.4,9,COMPLETE
118,118,-9.955367337055277,2025-06-14 20:07:10.404622,2025-06-14 20:07:16.964127,0 days 00:00:06.559505,554.0,0.001,4m,3.5,2.0,1.4,892.0,586.0,0.003,1m,1.0,1.5,0.5,786.0,,,,,,,,490.0,0.004,2m,3.5,1.0,0.8,146.0,,,,,,,,994.0,0.001,3m,3.0,2.0,1.0,724.0,304.0,0.004,3m,2.0,2.5,1.4,932.0,1014.0,0.007,1m,4.0,3.0,0.7,928.0,684.0,0.009000000000000001,3m,3.5,3.0,1.4,410.0,364,0.009000000000000001,4m,3.0,3.5,1.1,548,0.35000000000000003,8,COMPLETE
119,119,-1.4960933774164042,2025-06-14 20:07:17.062483,2025-06-14 20:07:25.319580,0 days 00:00:08.257097,334.0,0.004,4m,3.5,2.0,1.4,664.0,670.0,0.005,1m,1.5,1.0,0.6,810.0,932.0,0.002,1m,1.0,1.0,1.8,60.0,664.0,0.005,2m,3.0,4.0,1.2000000000000002,966.0,268.0,0.008,2m,2.0,3.0,0.9,750.0,782.0,0.004,3m,3.0,1.5,1.1,646.0,114.0,0.002,3m,1.5,2.0,0.7,420.0,564.0,0.005,1m,3.0,2.0,1.0,784.0,880.0,0.006,3m,3.0,4.0,1.9000000000000001,176.0,710,0.009000000000000001,4m,3.0,3.5,0.8,580,0.4,10,COMPLETE
120,120,-2.3440756613421647,2025-06-14 20:07:25.421242,2025-06-14 20:07:32.856309,0 days 00:00:07.435067,292.0,0.002,4m,3.0,2.5,1.6,758.0,630.0,0.004,2m,1.5,1.5,0.5,874.0,,,,,,,,422.0,0.009000000000000001,3m,2.5,1.5,0.6,778.0,798.0,0.003,3m,3.5,3.0,1.6,532.0,912.0,0.002,3m,4.0,1.0,0.9,824.0,448.0,0.001,2m,2.0,2.0,1.2000000000000002,706.0,740.0,0.002,1m,3.5,4.0,0.5,1024.0,1014.0,0.009000000000000001,1m,3.5,2.0,1.6,356.0,768,0.004,4m,3.5,3.0,1.2000000000000002,534,0.45,9,COMPLETE
121,121,-0.33255085458939665,2025-06-14 20:07:32.943467,2025-06-14 20:07:35.641320,0 days 00:00:02.697853,244.0,0.005,4m,4.0,2.5,1.8,886.0,94.0,0.007,1m,1.5,1.5,0.6,998.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,400,0.008,4m,1.0,3.5,0.9,696,0.4,3,COMPLETE
122,122,-0.08475937820434036,2025-06-14 20:07:35.702809,2025-06-14 20:07:37.600128,0 days 00:00:01.897319,,,,,,,,548.0,0.006,1m,1.5,1.0,0.6,974.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,426,0.008,2m,3.5,3.5,0.9,732,0.4,2,COMPLETE
123,123,-2.158931987830564,2025-06-14 20:07:37.740681,2025-06-14 20:07:51.722357,0 days 00:00:13.981676,372.0,0.003,4m,3.5,1.5,1.5,722.0,516.0,0.006,1m,2.0,1.5,1.9000000000000001,934.0,,,,,,,,106.0,0.006,2m,3.5,2.0,1.0,226.0,,,,,,,,692.0,0.003,3m,2.5,2.0,0.5,1012.0,810.0,0.003,3m,3.0,3.0,1.8,252.0,880.0,0.008,4m,4.0,2.5,0.7,592.0,390.0,0.007,4m,4.0,3.5,1.5,38.0,574,0.009000000000000001,4m,3.5,3.5,1.5,636,0.4,8,COMPLETE
124,124,2.14176870588436,2025-06-14 20:07:51.866982,2025-06-14 20:07:58.586849,0 days 00:00:06.719867,418.0,0.005,4m,3.5,2.0,1.7000000000000002,780.0,616.0,0.003,1m,1.5,1.5,0.6,690.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,476,0.008,1m,3.0,3.5,0.9,594,0.4,3,COMPLETE
125,125,1.9499544167028995,2025-06-14 20:07:58.724904,2025-06-14 20:08:06.543460,0 days 00:00:07.818556,452.0,0.004,1m,3.0,3.0,1.6,690.0,430.0,0.005,1m,1.5,1.5,0.5,920.0,,,,,,,,,,,,,,,,,,,,,,468.0,0.001,4m,3.5,1.5,0.8,544.0,,,,,,,,,,,,,,,,,,,,,,312,0.01,1m,4.0,3.5,1.0,654,0.45,4,COMPLETE
126,126,2.8991955208405527,2025-06-14 20:08:06.649602,2025-06-14 20:08:09.364269,0 days 00:00:02.714667,,,,,,,,658.0,0.007,4m,1.5,1.0,2.0,1022.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,378,0.008,4m,3.0,3.5,1.0,620,0.35000000000000003,2,COMPLETE
127,127,1.271390206410353,2025-06-14 20:08:09.482313,2025-06-14 20:08:12.193739,0 days 00:00:02.711426,490.0,0.001,4m,4.0,2.0,1.8,842.0,736.0,0.001,4m,3.5,1.0,2.0,1022.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,386,0.006,4m,3.0,4.0,1.0,568,0.35000000000000003,3,COMPLETE
128,128,-0.6504402246613435,2025-06-14 20:08:12.279043,2025-06-14 20:08:14.261661,0 days 00:00:01.982618,,,,,,,,648.0,0.006,4m,2.0,1.0,1.9000000000000001,942.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,334,0.003,4m,2.5,3.5,1.1,606,0.3,2,COMPLETE
129,129,-2.3944213389296505,2025-06-14 20:08:14.372699,2025-06-14 20:08:20.632386,0 days 00:00:06.259687,192.0,0.006,4m,3.5,2.5,1.5,580.0,698.0,0.006,4m,1.0,1.0,2.0,976.0,,,,,,,,910.0,0.006,4m,2.5,2.5,1.4,480.0,,,,,,,,532.0,0.002,3m,3.5,2.0,0.7,630.0,588.0,0.002,2m,2.5,2.5,1.0,798.0,472.0,0.003,2m,2.0,3.5,1.3,390.0,,,,,,,,242,0.005,4m,3.0,3.0,1.4,510,0.35000000000000003,7,COMPLETE
130,130,0.5327917042330479,2025-06-14 20:08:20.732979,2025-06-14 20:08:23.744956,0 days 00:00:03.011977,386.0,0.002,4m,1.5,3.0,2.0,866.0,660.0,0.007,4m,1.5,1.0,0.7,1002.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,64,0.009000000000000001,4m,2.5,3.5,0.8,702,0.25,3,COMPLETE
131,131,1.759338543349205,2025-06-14 20:08:23.816772,2025-06-14 20:08:25.924711,0 days 00:00:02.107939,,,,,,,,586.0,0.007,1m,1.5,1.5,2.0,986.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,370,0.008,1m,3.0,3.5,1.0,666,0.4,2,COMPLETE
132,132,1.114746130696974,2025-06-14 20:08:26.032003,2025-06-14 20:08:27.913710,0 days 00:00:01.881707,,,,,,,,610.0,0.007,2m,1.5,2.0,0.5,954.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,606,0.008,4m,3.5,3.5,0.9,628,0.4,2,COMPLETE
133,133,1.0383362478919018,2025-06-14 20:08:28.005904,2025-06-14 20:08:29.832958,0 days 00:00:01.827054,,,,,,,,540.0,0.008,1m,1.5,1.5,0.6,766.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,730,0.008,1m,4.0,3.5,0.9,612,0.45,2,COMPLETE
134,134,2.455449226739496,2025-06-14 20:08:29.925981,2025-06-14 20:08:30.918930,0 days 00:00:00.992949,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,438,0.007,4m,3.0,3.5,1.0,546,0.35000000000000003,1,COMPLETE
135,135,-2.6454649050220906,2025-06-14 20:08:31.031711,2025-06-14 20:08:32.010439,0 days 00:00:00.978728,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,640,0.007,4m,3.0,3.5,1.1,540,0.3,1,COMPLETE
136,136,1.3981894572809825,2025-06-14 20:08:32.137723,2025-06-14 20:08:33.133081,0 days 00:00:00.995358,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,390,0.007,4m,3.0,3.5,1.0,486,0.35000000000000003,1,COMPLETE
137,137,1.336360091889236,2025-06-14 20:08:33.245361,2025-06-14 20:08:34.290510,0 days 00:00:01.045149,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,428,0.006,4m,3.0,3.5,0.8,580,0.35000000000000003,1,COMPLETE
138,138,0.39458835726733343,2025-06-14 20:08:34.365767,2025-06-14 20:08:37.021160,0 days 00:00:02.655393,308.0,0.005,4m,2.0,2.5,1.6,606.0,710.0,0.005,4m,2.0,1.0,1.9000000000000001,844.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,406,0.007,4m,3.0,4.0,1.7000000000000002,552,0.3,3,COMPLETE
139,139,0.44689691341184723,2025-06-14 20:08:37.097966,2025-06-14 20:08:38.159757,0 days 00:00:01.061791,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,456,0.009000000000000001,2m,1.0,3.5,1.9000000000000001,590,0.25,1,COMPLETE
140,140,-3.368904642928731,2025-06-14 20:08:38.249754,2025-06-14 20:08:41.163386,0 days 00:00:02.913632,592.0,0.007,1m,3.0,2.0,1.9000000000000001,650.0,494.0,0.006,2m,3.5,1.5,0.7,1022.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,360,0.007,4m,3.5,3.0,1.0,724,0.35000000000000003,3,COMPLETE
141,141,-1.6543706699176215,2025-06-14 20:08:41.295472,2025-06-14 20:08:43.186849,0 days 00:00:01.891377,,,,,,,,586.0,0.007,1m,1.5,2.0,0.5,992.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,492,0.008,1m,3.0,3.5,0.9,284,0.4,2,COMPLETE
142,142,1.284074098293863,2025-06-14 20:08:43.282588,2025-06-14 20:08:45.287758,0 days 00:00:02.005170,,,,,,,,556.0,0.007,1m,1.5,1.5,0.6,968.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,552,0.008,1m,3.5,3.5,1.0,678,0.4,2,COMPLETE
143,143,2.665266434344938,2025-06-14 20:08:45.391275,2025-06-14 20:08:48.417738,0 days 00:00:03.026463,350.0,0.004,4m,3.5,1.5,1.4,762.0,524.0,0.008,1m,1.5,2.0,0.5,1004.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,532,0.008,1m,4.0,3.5,1.1,648,0.4,3,COMPLETE
144,144,2.4513674897546225,2025-06-14 20:08:48.506143,2025-06-14 20:08:51.510687,0 days 00:00:03.004544,430.0,0.004,4m,3.5,1.5,1.4,762.0,508.0,0.008,1m,1.5,2.0,0.5,922.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,470,0.009000000000000001,4m,4.0,3.5,1.2000000000000002,636,0.45,3,COMPLETE
145,145,-0.8681739558211369,2025-06-14 20:08:51.604689,2025-06-14 20:09:00.726596,0 days 00:00:09.121907,338.0,0.003,4m,3.5,1.5,1.3,816.0,466.0,0.008,1m,1.5,1.0,0.5,642.0,18.0,0.005,1m,4.0,2.5,1.4,478.0,388.0,0.007,1m,4.0,3.5,1.6,366.0,346.0,0.008,3m,2.0,2.0,1.8,310.0,764.0,0.004,3m,3.0,1.0,0.6,416.0,238.0,0.004,3m,1.5,1.5,1.6,956.0,624.0,0.01,3m,3.0,1.0,0.9,756.0,690.0,0.009000000000000001,2m,2.5,3.0,1.1,550.0,672,0.008,1m,3.0,3.5,1.1,562,0.4,10,COMPLETE
146,146,2.004596104271014,2025-06-14 20:09:00.833460,2025-06-14 20:09:04.505937,0 days 00:00:03.672477,240.0,0.005,4m,3.5,1.0,1.5,942.0,626.0,0.002,2m,2.0,1.5,0.5,886.0,,,,,,,,,,,,,,,,,,,,,,314.0,0.003,3m,4.0,2.5,1.0,942.0,,,,,,,,,,,,,,,,,,,,,,532,0.008,4m,3.5,4.0,1.1,614,0.35000000000000003,4,COMPLETE
147,147,-2.1778364769135417,2025-06-14 20:09:04.613369,2025-06-14 20:09:07.425277,0 days 00:00:02.811908,538.0,0.004,4m,3.5,2.5,1.4,792.0,446.0,0.008,1m,4.0,2.0,2.0,1024.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,574,0.006,1m,3.0,3.5,1.3,526,0.4,3,COMPLETE
148,148,0.09369214611656716,2025-06-14 20:09:07.520915,2025-06-14 20:09:10.286293,0 days 00:00:02.765378,398.0,0.002,4m,2.0,3.0,1.3,732.0,516.0,0.006,1m,1.5,1.5,0.5,534.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,438,0.009000000000000001,1m,2.5,3.0,1.1,646,0.3,3,COMPLETE
149,149,3.563774318861208,2025-06-14 20:09:10.369984,2025-06-14 20:09:13.268948,0 days 00:00:02.898964,322.0,0.006,4m,3.5,1.5,1.7000000000000002,678.0,658.0,0.004,4m,1.5,1.0,0.6,946.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,344,0.004,4m,4.0,3.5,1.0,752,0.45,3,COMPLETE
