,number,value,datetime_start,datetime_complete,duration,params_CHTR_SWKS_beta_win,params_CHTR_SWKS_stop_loss,params_CHTR_SWKS_trade_freq,params_CHTR_SWKS_z_entry,params_CHTR_SWKS_z_exit,params_CHTR_SWKS_z_stop_scaler,params_CHTR_SWKS_z_win,params_CMCSA_FISV_beta_win,params_CMCSA_FISV_stop_loss,params_CMCSA_FISV_trade_freq,params_CMCSA_FISV_z_entry,params_CMCSA_FISV_z_exit,params_CMCSA_FISV_z_stop_scaler,params_CMCSA_FISV_z_win,params_CMCSA_SWKS_beta_win,params_CMCSA_SWKS_stop_loss,params_CMCSA_SWKS_trade_freq,params_CMCSA_SWKS_z_entry,params_CMCSA_SWKS_z_exit,params_CMCSA_SWKS_z_stop_scaler,params_CMCSA_SWKS_z_win,params_DLTR_EA_beta_win,params_DLTR_EA_stop_loss,params_DLTR_EA_trade_freq,params_DLTR_EA_z_entry,params_DLTR_EA_z_exit,params_DLTR_EA_z_stop_scaler,params_DLTR_EA_z_win,params_EBAY_TXN_beta_win,params_EBAY_TXN_stop_loss,params_EBAY_TXN_trade_freq,params_EBAY_TXN_z_entry,params_EBAY_TXN_z_exit,params_EBAY_TXN_z_stop_scaler,params_EBAY_TXN_z_win,params_FISV_MAR_beta_win,params_FISV_MAR_stop_loss,params_FISV_MAR_trade_freq,params_FISV_MAR_z_entry,params_FISV_MAR_z_exit,params_FISV_MAR_z_stop_scaler,params_FISV_MAR_z_win,params_ILMN_SWKS_beta_win,params_ILMN_SWKS_stop_loss,params_ILMN_SWKS_trade_freq,params_ILMN_SWKS_z_entry,params_ILMN_SWKS_z_exit,params_ILMN_SWKS_z_stop_scaler,params_ILMN_SWKS_z_win,params_KDP_TXN_beta_win,params_KDP_TXN_stop_loss,params_KDP_TXN_trade_freq,params_KDP_TXN_z_entry,params_KDP_TXN_z_exit,params_KDP_TXN_z_stop_scaler,params_KDP_TXN_z_win,params_NFLX_TXN_beta_win,params_NFLX_TXN_stop_loss,params_NFLX_TXN_trade_freq,params_NFLX_TXN_z_entry,params_NFLX_TXN_z_exit,params_NFLX_TXN_z_stop_scaler,params_NFLX_TXN_z_win,params_OKTA_SBUX_beta_win,params_OKTA_SBUX_stop_loss,params_OKTA_SBUX_trade_freq,params_OKTA_SBUX_z_entry,params_OKTA_SBUX_z_exit,params_OKTA_SBUX_z_stop_scaler,params_OKTA_SBUX_z_win,params_buffer_capital,params_pairs_to_trade,state
81,81,3.730318757597471,2025-06-15 23:24:03.991086,2025-06-15 23:24:11.812508,0 days 00:00:07.821422,968.0,0.025,5m,1.4,1.1,1.1,712.0,848.0,0.025,4m,1.0,1.4,2.0,720.0,352.0,0.05,4m,0.8,1.4,1.9000000000000001,80.0,552.0,0.05,4m,1.5,0.5,1.8000000000000003,544.0,440,0.025,6m,0.5,1.2000000000000002,1.1,504,432.0,0.05,1m,1.3,0.6,1.4000000000000001,72.0,,,,,,,,968.0,0.025,4m,0.7,1.3,1.9000000000000001,544.0,936.0,0.025,7m,0.8,1.2000000000000002,1.4000000000000001,960.0,,,,,,,,0.25,8,COMPLETE
82,82,2.452705718804072,2025-06-15 23:24:11.915920,2025-06-15 23:24:19.416620,0 days 00:00:07.500700,968.0,0.025,5m,1.4,1.1,1.2000000000000002,680.0,888.0,0.025,4m,1.0,1.4,2.0,776.0,272.0,0.05,4m,0.8,1.4,1.9000000000000001,136.0,536.0,0.05,4m,1.5,0.5,1.8000000000000003,512.0,480,0.025,6m,0.6,1.1,1.1,496,288.0,0.05,1m,1.4,0.5,1.5,80.0,,,,,,,,968.0,0.025,4m,0.6,1.4,1.9000000000000001,640.0,1016.0,0.025,7m,0.8,1.1,1.3,944.0,,,,,,,,0.2,8,COMPLETE
83,83,2.833152969942432,2025-06-15 23:24:19.495924,2025-06-15 23:24:27.250150,0 days 00:00:07.754226,960.0,0.025,5m,1.4,1.1,1.2000000000000002,672.0,896.0,0.025,4m,1.1,1.4,2.0,704.0,272.0,0.05,4m,0.8,1.4,1.9000000000000001,144.0,552.0,0.05,4m,1.5,0.5,1.8000000000000003,552.0,440,0.025,6m,0.7,1.2000000000000002,1.1,496,304.0,0.05,1m,1.4,0.5,1.5,32.0,,,,,,,,976.0,0.025,4m,0.6,1.4,1.9000000000000001,608.0,1016.0,0.025,7m,0.8,1.1,1.3,944.0,,,,,,,,0.2,8,COMPLETE
84,84,1.761110502250064,2025-06-15 23:24:27.358768,2025-06-15 23:24:49.299825,0 days 00:00:21.941057,880.0,0.025,5m,1.5,1.1,1.1,696.0,864.0,0.025,4m,1.2000000000000002,1.4,2.0,792.0,240.0,0.05,4m,0.7,1.3,1.8000000000000003,200.0,544.0,0.05,4m,1.5,0.5,1.9000000000000001,432.0,440,0.025,6m,0.7,1.1,1.1,488,400.0,0.05,1m,1.5,0.5,1.5,16.0,864.0,0.025,1m,1.2000000000000002,1.0,1.7000000000000002,744.0,1016.0,0.025,4m,0.7,1.3,1.8000000000000003,648.0,1024.0,0.025,8m,0.7,1.1,1.4000000000000001,1016.0,,,,,,,,0.2,9,COMPLETE
85,85,1.6924930492662809,2025-06-15 23:24:49.444438,2025-06-15 23:24:59.570441,0 days 00:00:10.126003,984.0,0.025,5m,1.3,1.1,1.2000000000000002,792.0,912.0,0.025,4m,1.0,1.5,1.9000000000000001,712.0,184.0,0.05,4m,0.9,1.4,1.9000000000000001,72.0,456.0,0.05,4m,1.5,0.6,1.8000000000000003,552.0,480,0.025,6m,0.6,1.0,1.1,544,,,,,,,,,,,,,,,888.0,0.025,4m,0.6,1.4,1.9000000000000001,568.0,976.0,0.025,7m,0.8,1.0,1.3,952.0,,,,,,,,0.25,7,COMPLETE
86,86,0.3832361302595891,2025-06-15 23:24:59.645812,2025-06-15 23:25:05.121713,0 days 00:00:05.475901,1024.0,0.025,5m,1.5,1.0,1.2000000000000002,696.0,864.0,0.025,4m,1.0,1.3,2.0,856.0,,,,,,,,512.0,0.05,4m,1.5,0.5,1.7000000000000002,472.0,368,0.025,6m,0.6,1.2000000000000002,1.1,520,,,,,,,,,,,,,,,792.0,0.025,4m,0.8,1.2000000000000002,1.8000000000000003,496.0,976.0,0.025,7m,0.8,1.1,1.4000000000000001,920.0,,,,,,,,0.2,6,COMPLETE
87,87,-1.996134274684799,2025-06-15 23:25:05.196613,2025-06-15 23:25:12.705380,0 days 00:00:07.508767,968.0,0.025,5m,1.2000000000000002,1.1,1.3,648.0,952.0,0.025,4m,0.9,1.4,1.9000000000000001,776.0,256.0,0.05,7m,0.8,1.2000000000000002,1.9000000000000001,128.0,360.0,0.05,8m,1.5,0.5,1.6,576.0,400,0.025,6m,0.8,1.3,1.1,376,128.0,0.05,1m,1.4,0.5,1.5,96.0,,,,,,,,984.0,0.025,4m,0.7,1.5,1.9000000000000001,680.0,856.0,0.025,7m,0.7,1.2000000000000002,1.5,792.0,,,,,,,,0.3,8,COMPLETE
88,88,-1.820553326942754,2025-06-15 23:25:12.786451,2025-06-15 23:25:21.866935,0 days 00:00:09.080484,904.0,0.025,3m,1.4,1.2000000000000002,1.1,840.0,1016.0,0.025,10m,1.1,1.5,2.0,816.0,152.0,0.05,4m,0.7,1.4,1.7000000000000002,16.0,600.0,0.05,4m,1.5,0.6,1.8000000000000003,416.0,504,0.025,4m,0.6,1.2000000000000002,1.1,592,520.0,0.05,1m,1.4,0.5,1.6,200.0,328.0,0.05,8m,1.3,0.7,1.9000000000000001,400.0,928.0,0.025,4m,0.9,1.3,1.7000000000000002,624.0,1016.0,0.025,1m,0.9,1.0,1.3,976.0,624.0,0.05,5m,0.8,0.5,2.0,16.0,0.25,10,COMPLETE
89,89,-2.345441745027493,2025-06-15 23:25:21.927401,2025-06-15 23:25:28.890151,0 days 00:00:06.962750,848.0,0.025,2m,1.4,0.9,1.3,552.0,848.0,0.025,9m,0.5,1.4,1.9000000000000001,608.0,336.0,0.05,10m,0.9,1.2000000000000002,1.8000000000000003,168.0,544.0,0.05,4m,1.5,0.5,2.0,536.0,424,0.025,3m,0.7,1.0,1.1,472,256.0,0.05,1m,1.2000000000000002,0.6,1.4000000000000001,72.0,,,,,,,,832.0,0.025,3m,0.7,1.4,2.0,552.0,920.0,0.025,5m,0.8,1.2000000000000002,1.3,880.0,,,,,,,,0.2,8,COMPLETE
90,90,-1.1354844772684571,2025-06-15 23:25:28.965542,2025-06-15 23:25:37.028086,0 days 00:00:08.062544,760.0,0.025,7m,1.3,1.1,1.2000000000000002,784.0,768.0,0.025,4m,1.3,1.3,2.0,544.0,272.0,0.05,9m,0.6,1.3,1.9000000000000001,248.0,664.0,0.05,9m,1.4,0.6,1.7000000000000002,488.0,320,0.025,10m,0.6,1.1,2.0,504,168.0,0.05,1m,1.3,0.5,1.5,176.0,600.0,0.05,10m,1.0,1.2000000000000002,1.6,160.0,880.0,0.025,4m,0.6,1.3,1.8000000000000003,416.0,808.0,0.025,3m,0.9,1.1,1.2000000000000002,584.0,,,,,,,,0.25,9,COMPLETE
91,91,1.6622719620876187,2025-06-15 23:25:37.102530,2025-06-15 23:25:44.715512,0 days 00:00:07.612982,952.0,0.025,5m,1.4,1.0,1.2000000000000002,664.0,904.0,0.025,4m,1.1,1.4,2.0,696.0,304.0,0.05,4m,0.8,1.5,2.0,88.0,432.0,0.05,4m,1.4,0.5,1.8000000000000003,616.0,544,0.025,6m,0.5,1.2000000000000002,1.2000000000000002,440,328.0,0.05,1m,1.3,0.6,1.3,72.0,,,,,,,,1024.0,0.025,2m,0.6,1.4,1.9000000000000001,608.0,936.0,0.025,7m,1.0,1.4,1.3,848.0,,,,,,,,0.15000000000000002,8,COMPLETE
92,92,0.5327794778871857,2025-06-15 23:25:44.786418,2025-06-15 23:25:52.302141,0 days 00:00:07.515723,944.0,0.025,5m,1.5,1.1,1.2000000000000002,592.0,584.0,0.025,4m,1.1,1.4,2.0,744.0,424.0,0.05,4m,0.8,1.5,2.0,1000.0,600.0,0.05,4m,1.4,0.6,1.8000000000000003,592.0,584,0.025,6m,0.5,1.3,1.2000000000000002,424,280.0,0.05,1m,1.4,0.6,1.4000000000000001,16.0,,,,,,,,968.0,0.025,8m,0.5,1.4,1.9000000000000001,712.0,952.0,0.025,7m,0.8,1.2000000000000002,1.1,952.0,,,,,,,,0.2,8,COMPLETE
93,93,2.6927447446723516,2025-06-15 23:25:52.391520,2025-06-15 23:25:59.104383,0 days 00:00:06.712863,976.0,0.025,5m,1.3,1.3,1.3,624.0,976.0,0.025,3m,1.0,1.5,2.0,760.0,376.0,0.05,4m,0.7,1.4,2.0,136.0,480.0,0.05,1m,1.5,0.8,1.9000000000000001,672.0,472,0.025,6m,0.5,1.1,1.2000000000000002,448,,,,,,,,,,,,,,,960.0,0.025,6m,0.6,1.5,2.0,512.0,984.0,0.025,4m,0.9,1.3,1.3,872.0,,,,,,,,0.3,7,COMPLETE
94,94,-2.219821797092716,2025-06-15 23:25:59.185437,2025-06-15 23:26:06.020468,0 days 00:00:06.835031,984.0,0.025,5m,1.2000000000000002,1.2000000000000002,1.3,728.0,880.0,0.025,8m,1.0,1.5,1.7000000000000002,672.0,360.0,0.05,8m,0.7,1.4,1.9000000000000001,72.0,512.0,0.05,1m,1.5,0.8,1.9000000000000001,656.0,472,0.025,9m,0.5,1.1,1.1,392,,,,,,,,,,,,,,,920.0,0.025,6m,0.8,1.5,2.0,504.0,1024.0,0.025,4m,0.9,1.3,1.4000000000000001,448.0,,,,,,,,0.3,7,COMPLETE
95,95,-31.77158996484064,2025-06-15 23:26:06.120203,2025-06-15 23:26:12.017640,0 days 00:00:05.897437,672.0,0.025,7m,1.3,1.3,1.1,896.0,928.0,0.025,3m,0.6,1.5,1.8000000000000003,280.0,,,,,,,,488.0,0.05,1m,1.5,0.8,1.9000000000000001,688.0,504,0.025,1m,0.6,1.1,1.1,464,,,,,,,,,,,,,,,776.0,0.025,6m,0.7,1.5,2.0,456.0,984.0,0.025,4m,0.8,1.2000000000000002,2.0,912.0,,,,,,,,0.35000000000000003,6,COMPLETE
96,96,-3.772074657698218,2025-06-15 23:26:12.103602,2025-06-15 23:26:18.880671,0 days 00:00:06.777069,904.0,0.025,1m,1.1,1.0,1.3,504.0,960.0,0.05,3m,0.9,1.2000000000000002,1.9000000000000001,896.0,120.0,0.05,5m,0.6,1.3,1.8000000000000003,152.0,400.0,0.05,1m,1.5,0.5,2.0,768.0,384,0.025,6m,0.9,1.5,1.4000000000000001,496,,,,,,,,,,,,,,,864.0,0.025,6m,0.7,1.2000000000000002,1.8000000000000003,568.0,872.0,0.025,4m,0.7,1.1,1.4000000000000001,1016.0,,,,,,,,0.3,7,COMPLETE
97,97,-0.39136429439815984,2025-06-15 23:26:18.953264,2025-06-15 23:26:27.408485,0 days 00:00:08.455221,1000.0,0.025,2m,1.2000000000000002,1.2000000000000002,1.4000000000000001,720.0,848.0,0.025,3m,1.0,1.5,2.0,832.0,488.0,0.05,1m,1.0,1.4,1.9000000000000001,64.0,456.0,0.05,10m,1.5,0.5,1.7000000000000002,736.0,432,0.025,6m,0.5,1.2000000000000002,1.2000000000000002,536,584.0,0.05,7m,1.5,0.7,1.7000000000000002,128.0,856.0,0.025,3m,0.7,1.0,1.4000000000000001,568.0,704.0,0.025,10m,0.5,1.3,2.0,784.0,976.0,0.025,4m,0.9,1.3,1.6,760.0,,,,,,,,0.25,9,COMPLETE
98,98,0.7706727552544088,2025-06-15 23:26:27.502283,2025-06-15 23:26:34.604098,0 days 00:00:07.101815,792.0,0.025,10m,1.3,1.4,1.3,808.0,800.0,0.025,10m,0.8,1.5,1.9000000000000001,640.0,400.0,0.05,2m,1.1,1.4,1.7000000000000002,528.0,552.0,0.05,6m,1.4,0.6,1.9000000000000001,544.0,624,0.025,6m,0.6,1.0,1.3,632,,,,,,,,,,,,,,,992.0,0.025,4m,0.6,1.5,1.9000000000000001,648.0,528.0,0.025,8m,1.1,1.2000000000000002,1.3,728.0,,,,,,,,0.35000000000000003,7,COMPLETE
99,99,-1.7111658720523117,2025-06-15 23:26:34.681611,2025-06-15 23:26:41.568973,0 days 00:00:06.887362,888.0,0.025,6m,1.3,1.1,1.1,760.0,688.0,0.025,1m,1.2000000000000002,1.1,2.0,352.0,264.0,0.05,4m,0.9,0.9,1.5,224.0,376.0,0.05,3m,1.4,0.8,1.8000000000000003,912.0,480,0.025,6m,0.7,1.1,1.5,576,,,,,,,,,,,,,,,936.0,0.025,1m,0.7,1.4,1.6,456.0,904.0,0.025,3m,0.8,1.1,1.2000000000000002,816.0,,,,,,,,0.4,7,COMPLETE
100,100,-1.2093401492417168,2025-06-15 23:26:41.642849,2025-06-15 23:26:49.700420,0 days 00:00:08.057571,936.0,0.025,5m,1.4,0.9,1.2000000000000002,856.0,928.0,0.025,10m,0.5,0.5,1.8000000000000003,720.0,328.0,0.05,7m,0.6,0.7,2.0,312.0,576.0,0.05,7m,1.5,0.9,1.8000000000000003,520.0,552,0.025,6m,0.6,1.1,1.3,448,120.0,0.05,10m,1.2000000000000002,0.5,1.5,272.0,,,,,,,,824.0,0.025,8m,0.8,1.4,1.8000000000000003,552.0,1000.0,0.025,1m,0.9,1.3,1.5,944.0,,,,,,,,0.3,8,COMPLETE
101,101,-2.8381421024414313,2025-06-15 23:26:49.798283,2025-06-15 23:26:57.641067,0 days 00:00:07.842784,976.0,0.025,5m,1.4,1.3,1.2000000000000002,632.0,984.0,0.025,4m,1.1,1.3,2.0,760.0,304.0,0.05,4m,0.8,1.5,2.0,120.0,472.0,0.05,4m,1.4,0.7,1.8000000000000003,624.0,576,0.025,6m,0.5,1.2000000000000002,1.2000000000000002,424,464.0,0.05,1m,1.3,0.6,1.3,80.0,,,,,,,,976.0,0.025,2m,0.6,1.4,1.9000000000000001,592.0,936.0,0.025,7m,1.0,1.4,1.3,864.0,,,,,,,,0.25,8,COMPLETE
102,102,1.466512361857652,2025-06-15 23:26:57.711348,2025-06-15 23:27:03.766501,0 days 00:00:06.055153,1000.0,0.025,5m,1.4,1.4,1.2000000000000002,584.0,1024.0,0.025,4m,1.2000000000000002,1.4,2.0,784.0,,,,,,,,528.0,0.05,4m,1.4,0.7,1.7000000000000002,640.0,528,0.025,6m,0.5,1.2000000000000002,1.2000000000000002,352,,,,,,,,,,,,,,,952.0,0.025,2m,0.5,1.3,1.9000000000000001,632.0,608.0,0.025,7m,1.1,1.4,1.3,888.0,,,,,,,,0.15000000000000002,6,COMPLETE
103,103,-2.4709029377222245,2025-06-15 23:27:03.848014,2025-06-15 23:27:11.926871,0 days 00:00:08.078857,960.0,0.025,8m,1.5,1.3,1.1,664.0,992.0,0.025,4m,1.1,1.4,2.0,744.0,200.0,0.05,4m,0.7,1.5,2.0,136.0,680.0,0.05,4m,1.2000000000000002,0.6,1.8000000000000003,680.0,1016,0.025,6m,0.5,1.3,1.1,512,360.0,0.05,5m,1.4,0.7,1.4000000000000001,472.0,,,,,,,,920.0,0.025,9m,0.6,1.5,2.0,520.0,936.0,0.025,9m,1.0,1.5,1.4000000000000001,976.0,,,,,,,,0.15000000000000002,8,COMPLETE
104,104,2.8062422284018735,2025-06-15 23:27:12.010114,2025-06-15 23:27:19.949669,0 days 00:00:07.939555,1024.0,0.025,5m,1.1,1.3,1.3,704.0,904.0,0.025,3m,1.0,1.4,1.7000000000000002,664.0,296.0,0.05,4m,0.9,1.5,2.0,56.0,968.0,0.05,4m,1.5,0.8,1.9000000000000001,576.0,352,0.025,6m,0.5,1.2000000000000002,1.2000000000000002,488,72.0,0.05,6m,1.1,0.8,1.2000000000000002,160.0,,,,,,,,600.0,0.025,3m,0.5,1.4,1.7000000000000002,736.0,1000.0,0.025,6m,0.9,1.4,1.3,848.0,,,,,,,,0.2,8,COMPLETE
105,105,-2.174469284978254,2025-06-15 23:27:20.010471,2025-06-15 23:27:28.363148,0 days 00:00:08.352677,1024.0,0.025,9m,1.1,1.2000000000000002,1.3,712.0,888.0,0.025,3m,1.0,1.5,1.7000000000000002,656.0,224.0,0.025,2m,1.0,1.4,1.9000000000000001,48.0,968.0,0.05,1m,1.5,0.8,1.9000000000000001,552.0,448,0.025,4m,0.5,1.3,1.1,488,64.0,0.05,6m,1.1,0.8,1.2000000000000002,152.0,232.0,0.05,9m,0.5,0.7,1.9000000000000001,104.0,600.0,0.025,3m,0.5,1.3,1.7000000000000002,744.0,992.0,0.025,6m,0.9,1.3,1.2000000000000002,560.0,,,,,,,,0.2,9,COMPLETE
106,106,2.4930785500922528,2025-06-15 23:27:28.445795,2025-06-15 23:27:35.318078,0 days 00:00:06.872283,720.0,0.025,7m,1.2000000000000002,1.2000000000000002,1.4000000000000001,752.0,912.0,0.025,3m,0.9,1.2000000000000002,1.7000000000000002,696.0,352.0,0.05,6m,0.9,1.5,2.0,56.0,976.0,0.05,4m,0.5,0.8,1.9000000000000001,584.0,416,0.025,3m,0.6,1.2000000000000002,1.3,552,,,,,,,,,,,,,,,560.0,0.025,3m,0.5,1.4,1.7000000000000002,680.0,1000.0,0.05,6m,0.8,1.4,1.4000000000000001,648.0,,,,,,,,0.35000000000000003,7,COMPLETE
107,107,2.264043412350153,2025-06-15 23:27:35.405233,2025-06-15 23:27:42.596345,0 days 00:00:07.191112,712.0,0.025,7m,1.2000000000000002,1.2000000000000002,1.4000000000000001,744.0,912.0,0.025,3m,0.9,1.2000000000000002,1.7000000000000002,616.0,368.0,0.05,6m,0.9,1.5,2.0,48.0,992.0,0.05,4m,0.5,0.8,1.9000000000000001,568.0,360,0.025,3m,0.6,1.2000000000000002,1.4000000000000001,552,,,,,,,,,,,,,,,456.0,0.025,3m,0.5,1.4,1.7000000000000002,680.0,1000.0,0.05,6m,0.8,1.4,1.4000000000000001,656.0,,,,,,,,0.35000000000000003,7,COMPLETE
108,108,-3.6328360871304883,2025-06-15 23:27:42.686786,2025-06-15 23:27:49.821930,0 days 00:00:07.135144,824.0,0.025,7m,1.2000000000000002,1.3,1.3,696.0,936.0,0.025,3m,1.0,1.1,1.6,696.0,984.0,0.05,6m,0.9,1.5,1.9000000000000001,88.0,968.0,0.05,4m,0.5,0.9,2.0,592.0,416,0.025,3m,0.7,1.1,1.6,400,,,,,,,,,,,,,,,552.0,0.025,3m,0.5,1.4,1.7000000000000002,704.0,1024.0,0.05,6m,0.9,1.5,1.4000000000000001,808.0,,,,,,,,0.3,7,COMPLETE
109,109,3.512798464349527,2025-06-15 23:27:49.906762,2025-06-15 23:27:57.959766,0 days 00:00:08.053004,656.0,0.025,4m,1.2000000000000002,1.1,1.4000000000000001,664.0,840.0,0.025,3m,1.0,1.3,1.6,208.0,280.0,0.05,6m,1.0,1.4,2.0,16.0,936.0,0.05,8m,0.6,0.9,1.9000000000000001,712.0,384,0.025,3m,0.6,1.2000000000000002,1.3,600,88.0,0.05,6m,1.0,0.8,1.6,80.0,,,,,,,,400.0,0.025,3m,0.9,1.5,1.6,672.0,456.0,0.05,6m,0.7,1.3,1.4000000000000001,608.0,,,,,,,,0.2,8,COMPLETE
110,110,-0.31645971744986173,2025-06-15 23:27:58.074472,2025-06-15 23:28:05.426263,0 days 00:00:07.351791,664.0,0.025,4m,1.2000000000000002,1.2000000000000002,1.4000000000000001,936.0,848.0,0.025,3m,1.0,1.2000000000000002,1.6,200.0,336.0,0.05,6m,1.1,1.5,2.0,16.0,912.0,0.05,8m,0.6,0.9,1.9000000000000001,720.0,352,0.025,3m,0.5,1.2000000000000002,1.3,744,,,,,,,,,,,,,,,528.0,0.025,3m,0.9,1.5,1.5,784.0,400.0,0.05,6m,0.7,1.3,1.5,624.0,,,,,,,,0.35000000000000003,7,COMPLETE
111,111,0.7702274886281979,2025-06-15 23:28:05.500816,2025-06-15 23:28:13.662424,0 days 00:00:08.161608,632.0,0.025,4m,1.2000000000000002,1.1,1.5,1008.0,872.0,0.025,3m,0.9,1.3,1.7000000000000002,152.0,272.0,0.05,6m,1.0,1.4,2.0,56.0,944.0,0.05,8m,0.6,0.8,2.0,520.0,400,0.025,3m,0.6,1.2000000000000002,1.3,600,16.0,0.05,6m,1.0,0.8,1.6,64.0,,,,,,,,328.0,0.025,3m,0.8,1.4,1.6,672.0,472.0,0.05,6m,0.8,1.4,1.4000000000000001,504.0,,,,,,,,0.2,8,COMPLETE
112,112,1.2630621146835233,2025-06-15 23:28:13.753084,2025-06-15 23:28:22.061084,0 days 00:00:08.308000,744.0,0.025,4m,1.1,1.1,1.4000000000000001,672.0,912.0,0.025,3m,1.0,1.3,1.8000000000000003,576.0,240.0,0.05,6m,0.9,1.4,2.0,728.0,1008.0,0.05,8m,0.6,0.8,1.9000000000000001,576.0,384,0.025,3m,0.6,1.2000000000000002,1.4000000000000001,552,88.0,0.05,6m,1.0,0.9,1.7000000000000002,128.0,,,,,,,,400.0,0.025,3m,0.8,1.5,1.7000000000000002,728.0,424.0,0.05,6m,0.7,1.3,1.3,624.0,,,,,,,,0.25,8,COMPLETE
113,113,2.034329415416132,2025-06-15 23:28:22.144672,2025-06-15 23:28:31.036208,0 days 00:00:08.891536,680.0,0.025,7m,1.3,1.0,1.4000000000000001,776.0,952.0,0.025,3m,0.9,1.3,1.7000000000000002,224.0,296.0,0.05,6m,1.1,1.5,1.9000000000000001,392.0,936.0,0.05,4m,0.5,0.9,1.9000000000000001,672.0,328,0.025,3m,0.5,1.1,1.2000000000000002,512,184.0,0.05,9m,1.1,0.5,1.1,40.0,592.0,0.025,5m,1.3,0.9,1.6,320.0,584.0,0.025,8m,0.9,1.4,1.6,584.0,472.0,0.05,2m,0.8,1.4,1.4000000000000001,488.0,,,,,,,,0.2,9,COMPLETE
114,114,0.4797736872364299,2025-06-15 23:28:31.107317,2025-06-15 23:28:39.228541,0 days 00:00:08.121224,792.0,0.025,8m,1.2000000000000002,1.1,1.3,736.0,832.0,0.025,7m,1.0,1.2000000000000002,1.6,96.0,464.0,0.025,10m,1.2000000000000002,1.4,1.4000000000000001,96.0,976.0,0.05,4m,0.6,0.8,1.6,608.0,456,0.025,10m,0.6,1.3,1.3,584,16.0,0.05,6m,0.9,0.8,1.7000000000000002,120.0,,,,,,,,760.0,0.025,5m,0.7,1.5,1.7000000000000002,640.0,984.0,0.05,3m,0.6,1.3,1.3,552.0,,,,,,,,0.25,8,COMPLETE
